"Gene","Dataset","Trait","Method","HGNC","Transcript","Chromosome","Start","End","Biotype","Z","P","Permutation.P","R2","Top.GWAS.SNP","Top.GWAS.P","Screen.P","Screening.Adjusted.P","Confirmation.P"
"ENSG00000234741","Developmental","SCZ","isoTWAS","GAS5","ENST00000442067",1,173858559,173868882,"lncRNA",-4.846321059,1.26e-06,0.033966034,0.019482664,"rs7514876",4.63e-09,2.51282787123685e-08,7.76906686089875e-07,2.646e-05
"ENSG00000135870","Developmental","SCZ","isoTWAS","RC3H1","ENST00000479099",1,173931084,174022357,"protein_coding",5.661101874,1.5e-08,0.022977023,0.058158398,"rs7514876",4.63e-09,5.21738286309924e-08,1.48245320471054e-06,4.5e-08
"ENSG00000162753","Developmental","SCZ","isoTWAS","SLC9C2","ENST00000476568",1,173500460,173603072,"protein_coding",-5.053850888,4.33e-07,0.017982018,0.051349289,"rs7514876",4.63e-09,1.23937786303337e-13,1.23471106984541e-11,4.33e-07
"ENSG00000234741","Developmental","SCZ","isoTWAS","GAS5","ENST00000454813",1,173858559,173868882,"lncRNA",-4.528525194,5.94e-06,0.015984016,0.012540983,"rs7514876",4.63e-09,2.51282787123685e-08,7.76906686089875e-07,7.488e-05
"ENSG00000120334","Developmental","SCZ","isoTWAS","CENPL","ENST00000345664",1,173799550,173824883,"protein_coding",-4.92174169,8.58e-07,0.014985015,0.026507664,"rs7514876",4.63e-09,6.77016242763724e-06,9.36278075575299e-05,6.006e-06
"ENSG00000117601","Developmental","SCZ","isoTWAS","SERPINC1","ENST00000367698",1,173903800,173917327,"protein_coding",5.382967382,7.33e-08,0.005994006,0.086909997,"rs7514876",4.63e-09,7.33000000585502e-08,1.98488037071299e-06,0
"ENSG00000234741","Developmental","SCZ","isoTWAS","GAS5","ENST00000458220",1,173858559,173868882,"lncRNA",6.111949308,9.84e-10,0.005994006,0.029772429,"rs7514876",4.63e-09,2.51282787123685e-08,7.76906686089875e-07,2.46e-08
"ENSG00000162753","Developmental","SCZ","isoTWAS","SLC9C2","ENST00000479367",1,173500460,173603072,"protein_coding",7.593573703,3.11e-14,0.001998002,0.029644137,"rs7514876",4.63e-09,1.23937786303337e-13,1.23471106984541e-11,9.33e-14
"ENSG00000185278","Developmental","SCZ","isoTWAS","ZBTB37","ENST00000367701",1,173868082,173903547,"protein_coding",6.475088344,9.48e-11,0.000999001,0.04041305,"rs7514876",4.63e-09,3.77133193521369e-10,1.86133107346831e-08,2.844e-10
"ENSG00000162753","Developmental","SCZ","isoTWAS","SLC9C2","ENST00000648789",1,173500460,173603072,"protein_coding",-6.78635286,1.15e-11,0.000999001,0.030207748,"rs7514876",4.63e-09,1.23937786303337e-13,1.23471106984541e-11,3.45e-11
"ENSG00000196313","Developmental","SCZ","isoTWAS","POM121","ENST00000627934",7,72879349,72951440,"protein_coding",6.188280973,6.08e-10,0.004995005,0.036477717,"rs11982081",4.74e-09,2.43196521406063e-09,9.61997220336387e-08,1.824e-09
"ENSG00000159307","Developmental","SCZ","isoTWAS","SCUBE1","ENST00000470433",22,43197280,43343372,"protein_coding",4.168489998,3.07e-05,0.025974026,0.099931854,"rs134882",5.01e-09,0.0001217928326204,0.00092892935995304,9.21e-05
"ENSG00000028203","Developmental","SCZ","isoTWAS","VEZT","ENST00000549002",12,95217746,95302799,"protein_coding",-5.453294295,4.94e-08,0.000999001,0.034550045,"rs9669686",5.01e-09,1.72875855375427e-06,3.01952752154115e-05,1.6796e-06
"ENSG00000116161","Developmental","SCZ","isoTWAS","CACYBP","ENST00000473925",1,174999163,175012027,"protein_coding",5.813,6.14e-09,0.000999001,0.030190975,"rs6695327",6.14e-09,7.2864131696488e-09,2.60743729811446e-07,1.842e-08
"ENSG00000181991","Developmental","SCZ","isoTWAS","MRPS11","ENST00000557974",15,88467453,88480776,"protein_coding",-3.444138386,0.000572882,0.048951049,0.025173675,"rs176648",6.48e-09,0.000582381083122143,0.00292805243006488,0.004583056
"ENSG00000140521","Developmental","SCZ","isoTWAS","POLG","ENST00000442287",15,89305198,89334861,"protein_coding",-3.36603235,0.000762578,0.043956044,0.020428701,"rs176648",6.48e-09,4.74618055661438e-05,0.000454861092655579,0.008388358
"ENSG00000140525","Developmental","SCZ","isoTWAS","FANCI","ENST00000564636",15,89243945,89317261,"protein_coding",-3.843735316,0.000121176,0.022977023,0.140142635,"rs176648",6.48e-09,8.95500624924401e-05,0.000742295048056235,0.001454112
"ENSG00000140521","Developmental","SCZ","isoTWAS","POLG","ENST00000666746",15,89305198,89334861,"protein_coding",3.963495702,7.39e-05,0.016983017,0.039899677,"rs176648",6.48e-09,4.74618055661438e-05,0.000454861092655579,0.0008868
"ENSG00000140525","Developmental","SCZ","isoTWAS","FANCI","ENST00000564920",15,89243945,89317261,"protein_coding",4.092826575,4.26e-05,0.016983017,0.028617433,"rs176648",6.48e-09,8.95500624924401e-05,0.000742295048056235,0.0005538
"ENSG00000140525","Developmental","SCZ","isoTWAS","FANCI","ENST00000566615",15,89243945,89317261,"protein_coding",4.338580851,1.43e-05,0.011988012,0.02230049,"rs176648",6.48e-09,8.95500624924401e-05,0.000742295048056235,0.0002002
"ENSG00000140525","Developmental","SCZ","isoTWAS","FANCI","ENST00000570110",15,89243945,89317261,"protein_coding",-4.319575486,1.56e-05,0.005994006,0.028066058,"rs176648",6.48e-09,8.95500624924401e-05,0.000742295048056235,0.0002184
"ENSG00000261478","Developmental","SCZ","isoTWAS","","ENST00000567484",15,89508961,89510416,"lncRNA",-4.536277981,5.73e-06,0.003996004,0.34331925,"rs176648",6.48e-09,5.73000000000211e-06,8.17652254642211e-05,0
"ENSG00000255571","Developmental","SCZ","isoTWAS","MIR9-3HG","ENST00000663717",15,89361579,89424983,"lncRNA",5.291150347,1.22e-07,0.001998002,0.016038355,"rs176648",6.48e-09,1.83614232083964e-06,3.18639794796031e-05,1.952e-06
"ENSG00000100359","Developmental","SCZ","isoTWAS","SGSM3","ENST00000248929",22,40370591,40410289,"protein_coding",-5.243140593,1.58e-07,0.018981019,0.126969648,"rs2179744",6.59e-09,3.67382795711111e-09,1.40502154975868e-07,1.422e-06
"ENSG00000182568","Developmental","SCZ","isoTWAS","SATB1","ENST00000415069",3,18345377,18445621,"protein_coding",5.90549784,3.52e-09,0.000999001,0.019630181,"rs9821955",7e-09,4.57598204149035e-08,1.31524060285269e-06,4.224e-08
"ENSG00000011600","Developmental","SCZ","isoTWAS","TYROBP","ENST00000587837",19,35904401,35908295,"protein_coding",3.578323651,0.000345805,0.002997003,0.01049219,"rs3810449",8.46e-09,0.00136914381298378,0.00530481519373649,0.001037415
"ENSG00000126243","Developmental","SCZ","isoTWAS","LRFN3","ENST00000588831",19,35935358,35946624,"protein_coding",3.646837567,0.000265488,0.002997003,0.020054005,"rs3810449",8.46e-09,0.00052963608536245,0.00273267160539149,0.000265488
"ENSG00000242028","Developmental","SCZ","isoTWAS","HYPK","ENST00000406925",15,43796142,43804427,"protein_coding",5.742,9.36e-09,0.000999001,0.020968984,"rs493377",9.36e-09,4.23858005654936e-08,1.23033171821313e-06,3.744e-08
"ENSG00000177565","Developmental","SCZ","isoTWAS","TBL1XR1","ENST00000431421",3,177019340,177228000,"protein_coding",-3.609851825,0.000306372,0.048951049,0.026346082,"rs7609876",9.41e-09,4.64854240239296e-05,0.00044782725362169,0.007352928
"ENSG00000177565","Developmental","SCZ","isoTWAS","TBL1XR1","ENST00000491623",3,177019340,177228000,"protein_coding",3.907944382,9.31e-05,0.018981019,0.034840246,"rs7609876",9.41e-09,4.64854240239296e-05,0.00044782725362169,0.0023275
"ENSG00000177565","Developmental","SCZ","isoTWAS","TBL1XR1","ENST00000413084",3,177019340,177228000,"protein_coding",-4.768725479,1.85e-06,0.002997003,0.031072738,"rs7609876",9.41e-09,4.64854240239296e-05,0.00044782725362169,4.625e-05
"ENSG00000122778","Developmental","SCZ","isoTWAS","KIAA1549","ENST00000422774",7,138831381,138981389,"protein_coding",3.834829586,0.000125651,0.037962038,0.059221572,"rs10243922",1.02e-08,0.000125651000000002,0.000952057037089215,0
"ENSG00000215217","Developmental","SCZ","isoTWAS","C5orf49","ENST00000509627",5,7830378,7851151,"protein_coding",-3.898500788,9.68e-05,0.007992008,0.03258558,"rs12518468",1.04e-08,9.68000000000403e-05,0.000783478034102633,0
"ENSG00000115204","Developmental","SCZ","isoTWAS","MPV17","ENST00000402310",2,27309492,27325680,"protein_coding",-5.194067397,2.06e-07,0.026973027,0.079046964,"rs4233716",1.14e-08,1.02169972397186e-06,1.94219220791306e-05,3.296e-06
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000470115",2,27325849,27356999,"protein_coding",-5.409449514,6.32e-08,0.022977023,0.039074039,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,5.688e-07
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000457748",2,27325849,27356999,"protein_coding",-5.292000298,1.21e-07,0.020979021,0.039953434,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,9.68e-07
"ENSG00000243943","Developmental","SCZ","isoTWAS","ZNF512","ENST00000556601",2,27582969,27623217,"protein_coding",5.710978408,1.12e-08,0.016983017,0.011987754,"rs4233716",1.14e-08,1.87679875447186e-08,5.97429094643418e-07,7.84e-08
"ENSG00000119777","Developmental","SCZ","isoTWAS","TMEM214","ENST00000460665",2,27032910,27041694,"protein_coding",5.993698523,2.05e-09,0.010989011,0.03471549,"rs4233716",1.14e-08,1.97089028576146e-08,6.26145636257958e-07,1.845e-08
"ENSG00000138085","Developmental","SCZ","isoTWAS","ATRAID","ENST00000472515",2,27212041,27217178,"protein_coding",6.139557746,8.28e-10,0.00999001,0.090182944,"rs4233716",1.14e-08,4.13952743473543e-09,1.55729215079709e-07,3.312e-09
"ENSG00000176714","Developmental","SCZ","isoTWAS","CCDC121","ENST00000394775",2,27625638,27629012,"protein_coding",6.293729759,3.1e-10,0.005994006,0.045040499,"rs4233716",1.14e-08,6.20000103215067e-10,2.91725412996734e-08,3.1e-10
"ENSG00000084734","Developmental","SCZ","isoTWAS","GCKR","ENST00000411584",2,27496839,27523684,"protein_coding",-6.213140334,5.19e-10,0.005994006,0.026904006,"rs4233716",1.14e-08,1.55668072413051e-09,6.37646451947774e-08,1.038e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000464279",2,27370496,27377535,"protein_coding",-6.390723099,1.65e-10,0.003996004,0.022962366,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000484886",2,27370496,27377535,"protein_coding",6.390723099,1.65e-10,0.003996004,0.040527555,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115234","Developmental","SCZ","isoTWAS","SNX17","ENST00000453453",2,27370496,27377535,"protein_coding",-6.390723099,1.65e-10,0.002997003,0.018294401,"rs4233716",1.14e-08,4.9494460745559e-10,2.37030000585334e-08,1.32e-09
"ENSG00000115207","Developmental","SCZ","isoTWAS","GTF3C2","ENST00000457098",2,27325849,27356999,"protein_coding",-6.506279363,7.7e-11,0.000999001,0.043886691,"rs4233716",1.14e-08,7.68574699520419e-10,3.48427726841574e-08,6.93e-10
"ENSG00000138074","Developmental","SCZ","isoTWAS","SLC5A6","ENST00000408041",2,27199587,27212958,"protein_coding",6.695295401,2.15e-11,0.000999001,0.049142952,"rs4233716",1.14e-08,2.15000233427091e-10,1.12294134863425e-08,1.935e-10
"ENSG00000152377","Developmental","SCZ","isoTWAS","SPOCK1","ENST00000282223",5,136975298,137598379,"protein_coding",4.993872071,5.92e-07,0.007992008,0.016638187,"rs11743810",1.17e-08,4.10016556142184e-06,6.17857815086714e-05,3.552e-06
"ENSG00000136770","Developmental","SCZ","isoTWAS","DNAJC1","ENST00000483085",10,21756548,22003769,"protein_coding",-3.307620282,0.000940923,0.014985015,0.06036473,"rs2119242",1.34e-08,0.00186383992800079,0.00654066375255593,0.000940923
"ENSG00000078403","Developmental","SCZ","isoTWAS","MLLT10","ENST00000651405",10,21524646,21743630,"protein_coding",3.291206423,0.000997587,0.008991009,0.058257193,"rs2119242",1.34e-08,0.00625672587115736,0.0144841566278496,0.017956566
"ENSG00000162753","Developmental","SCZ","isoTWAS","SLC9C2","ENST00000367714",1,173500460,173603072,"protein_coding",-6.711570715,1.93e-11,0.000999001,0.429397991,"rs12561796",1.48e-08,1.23937786303337e-13,1.23471106984541e-11,3.86e-11
"ENSG00000204463","Developmental","SCZ","isoTWAS","BAG6","ENST00000470875",6,31639028,31652705,"protein_coding",-5.636472449,1.74e-08,0.000999001,0.040693591,"rs1265099",1.57e-08,9.23457735975901e-16,1.33068610722456e-13,2.436e-07
"ENSG00000003509","Developmental","SCZ","isoTWAS","NDUFAF7","ENST00000002125",2,37231631,37253403,"protein_coding",5.772152921,7.83e-09,0.000999001,0.017787768,"rs1056021",1.69e-08,5.48098721235147e-08,1.53802341174349e-06,4.698e-08
"ENSG00000113356","Developmental","SCZ","isoTWAS","POLR3G","ENST00000651687",5,90471748,90514557,"protein_coding",3.429016062,0.000605774,0.038961039,0.018803139,"rs949789",1.73e-08,9.85480838118281e-05,0.000793250635730221,0.003634644
"ENSG00000196498","Developmental","SCZ","isoTWAS","NCOR2","ENST00000404121",12,124324415,124567612,"protein_coding",-3.760041892,0.000169885,0.034965035,0.018402289,"rs7975482",2.24e-08,0.000927327073376982,0.00407130893287027,0.002548275
"ENSG00000196498","Developmental","SCZ","isoTWAS","NCOR2","ENST00000404621",12,124324415,124567612,"protein_coding",-3.820104846,0.000133395,0.033966034,0.026794767,"rs7975482",2.24e-08,0.000927327073376982,0.00407130893287027,0.002000925
"ENSG00000136877","Developmental","SCZ","isoTWAS","FPGS","ENST00000479147",9,127794597,127814327,"protein_coding",3.474826615,0.000511184,0.032967033,0.201626661,"rs3739554",2.26e-08,0.000785857383655382,0.00363512534101869,0.004600656
"ENSG00000227218","Developmental","SCZ","isoTWAS","","ENST00000608805",9,127934503,127940952,"lncRNA",-3.69786859,0.000217417,0.02997003,0.0623898,"rs3739554",2.26e-08,0.000217416999999982,0.00143103301916791,0
"ENSG00000160401","Developmental","SCZ","isoTWAS","CFAP157","ENST00000373295",9,127706988,127716002,"protein_coding",4.227864636,2.36e-05,0.000999001,0.023417132,"rs3739554",2.26e-08,7.01259164042142e-05,0.000616072756933416,4.72e-05
"ENSG00000136944","Developmental","SCZ","isoTWAS","LMX1B","ENST00000355497",9,126613928,126701032,"protein_coding",3.317325861,0.000908836,0.000999001,0.03761534,"rs3739554",2.26e-08,0.000908836000000017,0.00401524889241727,0
"ENSG00000224842","Developmental","SCZ","isoTWAS","LMX1B-DT","ENST00000451449",9,126589594,126613700,"lncRNA",4.968427788,6.75e-07,0.000999001,0.043387924,"rs3739554",2.26e-08,6.75000000002641e-07,1.36685382685604e-05,0
"ENSG00000256980","Developmental","SCZ","isoTWAS","KHDC1L","ENST00000471312",6,73223544,73225770,"protein_coding",3.652706138,0.000259491,0.01998002,0.017787266,"rs1548335",2.3e-08,0.00051621785872378,0.00269010010395321,0.000259491
"ENSG00000116251","Developmental","SCZ","isoTWAS","RPL22","ENST00000480661",1,6185020,6209389,"protein_coding",4.923479203,8.5e-07,0.000999001,0.014438384,"rs11122119",2.31e-08,5.09878411099315e-06,7.42013316206659e-05,4.25e-06
"ENSG00000149923","Developmental","SCZ","isoTWAS","PPP4C","ENST00000627746",16,30075978,30085376,"protein_coding",-5.72486779,1.04e-08,0.000999001,0.019129202,"rs8054507",2.45e-08,5.61300809487886e-08,1.56998852068024e-06,1.04e-07
"ENSG00000149923","Developmental","SCZ","isoTWAS","PPP4C","ENST00000568810",16,30075978,30085376,"protein_coding",-5.72486779,1.04e-08,0.000999001,0.055814442,"rs8054507",2.45e-08,5.61300809487886e-08,1.56998852068024e-06,1.04e-07
"ENSG00000104388","Developmental","SCZ","isoTWAS","RAB2A","ENST00000530071",8,60516936,60623644,"protein_coding",4.476581547,7.58e-06,0.042957043,0.037787864,"rs595819",2.48e-08,5.36509542031731e-05,0.000500504479702318,6.064e-05
"ENSG00000167912","Developmental","SCZ","isoTWAS","TOX-DT","ENST00000662685",8,59119040,59123478,"lncRNA",-3.989971769,6.61e-05,0.03996004,0.060117617,"rs595819",2.48e-08,0.000324103832471591,0.00191124205966242,0.0002644
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000531695",8,60678740,60868028,"protein_coding",-4.449267624,8.62e-06,0.031968032,0.019982181,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.172e-05
"ENSG00000287975","Developmental","SCZ","isoTWAS","","ENST00000658608",8,60876969,60904644,"lncRNA",4.760965937,1.93e-06,0.016983017,0.051931511,"rs595819",2.48e-08,3.83494577749986e-06,5.90574331136166e-05,1.93e-06
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000527921",8,60678740,60868028,"protein_coding",4.930252654,8.21e-07,0.007992008,0.020154086,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.747e-06
"ENSG00000171316","Developmental","SCZ","isoTWAS","CHD7","ENST00000532149",8,60678740,60868028,"protein_coding",5.371013648,7.83e-08,0.004995005,0.019468125,"rs595819",2.48e-08,5.66725826344206e-07,1.16961484800117e-05,5.481e-07
"ENSG00000090975","Developmental","SCZ","isoTWAS","PITPNM2","ENST00000546049",12,122983480,123151090,"protein_coding",-7.83107261,4.84e-15,0.011988012,0.023108965,"rs12316131",2.5e-08,4.34309063910402e-14,4.67287598829998e-12,3.872e-14
"ENSG00000165138","Developmental","SCZ","isoTWAS","ANKS6","ENST00000486778",9,98731329,98796965,"protein_coding",3.760819329,0.000169358,0.020979021,0.028763139,"rs10985811",2.53e-08,0.000830356853511701,0.0037845606492023,0.000677432
"ENSG00000103723","Developmental","SCZ","isoTWAS","AP3B2","ENST00000660624",15,82659281,82710112,"protein_coding",-5.868175269,4.41e-09,0.000999001,0.018366435,"rs2099259",2.58e-08,8.17435092441554e-08,2.18059255486186e-06,1.0584e-07
"ENSG00000174165","Developmental","SCZ","isoTWAS","ZDHHC24","ENST00000526986",11,66520637,66546235,"protein_coding",3.498313663,0.00046821,0.042957043,0.028374334,"rs1787034",2.67e-08,3.55105265822071e-08,1.04772283091451e-06,0.00093642
"ENSG00000174871","Developmental","SCZ","isoTWAS","CNIH2","ENST00000311445",11,66278175,66285301,"protein_coding",-4.297640091,1.73e-05,0.032967033,0.04281349,"rs1787034",2.67e-08,1.98499822394191e-10,1.05300347583025e-08,6.92e-05
"ENSG00000175376","Developmental","SCZ","isoTWAS","EIF1AD","ENST00000312234",11,65996545,66002176,"protein_coding",4.922414153,8.55e-07,0.008991009,0.03213,"rs1787034",2.67e-08,7.09562377489659e-06,9.73777824005579e-05,6.84e-06
"ENSG00000172977","Developmental","SCZ","isoTWAS","KAT5","ENST00000531880",11,65711996,65719604,"protein_coding",5.712277344,1.11e-08,0.001998002,0.018042911,"rs1787034",2.67e-08,1.55394674884164e-07,3.85240346844166e-06,1.443e-07
"ENSG00000175115","Developmental","SCZ","isoTWAS","PACS1","ENST00000529757",11,66070272,66244744,"protein_coding",-6.060357273,1.36e-09,0.001998002,0.030081412,"rs1787034",2.67e-08,1.43292355184792e-10,8.00205993192855e-09,1.36e-08
"ENSG00000174483","Developmental","SCZ","isoTWAS","BBS1","ENST00000534730",11,66510606,66533613,"protein_coding",-3.408049825,0.000654289,0.000999001,0.02188579,"rs1787034",2.67e-08,5.43971612571115e-06,7.81759381592628e-05,0.003271445
"ENSG00000175334","Developmental","SCZ","isoTWAS","BANF1","ENST00000445560",11,66002228,66004149,"protein_coding",3.864611189,0.000111266,0.000999001,0.02897724,"rs1787034",2.67e-08,2.10662956645684e-06,3.57883100768916e-05,0.000111266
"ENSG00000254510","Developmental","SCZ","isoTWAS","","ENST00000533759",11,66409158,66417227,"lncRNA",-6.628052338,3.4e-11,0.000999001,0.012126169,"rs1787034",2.67e-08,1.36000012048589e-10,7.62119511962564e-09,1.02e-10
"ENSG00000134369","Developmental","SCZ","isoTWAS","NAV1","ENST00000477118",1,201539127,201826969,"protein_coding",3.783110664,0.000154881,0.011988012,0.027514853,"rs12126806",2.89e-08,0.000719730015071412,0.00341137230932086,0.000619524
"ENSG00000204352","Developmental","SCZ","isoTWAS","FAM120A2P","ENST00000649569",9,93335374,93346152,"transcribed_unprocessed_pseudogene",-3.511250316,0.000446004,0.02997003,0.039561918,"rs7853605",2.97e-08,0.00087324615831643,0.00391153563124311,0.000446004
"ENSG00000126070","Developmental","SCZ","isoTWAS","AGO3","ENST00000471099",1,35930718,36072500,"protein_coding",-5.542,2.99e-08,0.000999001,0.011818535,"rs12083902",2.99e-08,8.94067026494598e-08,2.35389033288684e-06,1.495e-07
"ENSG00000126070","Developmental","SCZ","isoTWAS","AGO3","ENST00000397828",1,35930718,36072500,"protein_coding",5.542,2.99e-08,0.000999001,0.027465417,"rs12083902",2.99e-08,8.94067026494598e-08,2.35389033288684e-06,1.495e-07
"ENSG00000204392","Developmental","SCZ","isoTWAS","LSM2","ENST00000475835",6,31797396,31806966,"protein_coding",-5.541,3.01e-08,0.000999001,0.039162315,"rs494620",3.01e-08,9.51999999910201e-18,1.89683061710503e-15,1.806e-07
"ENSG00000204392","Developmental","SCZ","isoTWAS","LSM2","ENST00000470086",6,31797396,31806966,"protein_coding",5.541,3.01e-08,0.000999001,0.043136593,"rs494620",3.01e-08,9.51999999910201e-18,1.89683061710503e-15,1.806e-07
"ENSG00000272197","Developmental","SCZ","isoTWAS","RN7SL803P","ENST00000607433",5,154718383,154718689,"misc_RNA",-4.170382947,3.04e-05,0.024975025,0.013631936,"rs1366220",3.59e-08,3.03999999999962e-05,0.000320251697127898,0
"ENSG00000155506","Developmental","SCZ","isoTWAS","LARP1","ENST00000518892",5,154682986,154817605,"protein_coding",3.933526161,8.37e-05,0.016983017,0.01816398,"rs1366220",3.59e-08,0.00058057179248818,0.00292205103674111,0.0005022
"ENSG00000241187","Developmental","SCZ","isoTWAS","","ENST00000463655",5,154729231,154729694,"processed_pseudogene",-4.651946392,3.29e-06,0.008991009,0.07735904,"rs1366220",3.59e-08,3.28999999999496e-06,5.2209744346036e-05,0
"ENSG00000163328","Developmental","SCZ","isoTWAS","GPR155","ENST00000459996",2,174431571,174487094,"protein_coding",-3.39422837,0.000688223,0.016983017,0.011295239,"rs9287971",3.82e-08,0.00105337720492829,0.00445809771228762,0.002064669
"ENSG00000144354","Developmental","SCZ","isoTWAS","CDCA7","ENST00000435616",2,173354820,173368997,"protein_coding",3.505943012,0.000454993,0.015984016,0.089893269,"rs9287971",3.82e-08,0.000221026991989267,0.0014477088570271,0.001364979
"ENSG00000115935","Developmental","SCZ","isoTWAS","WIPF1","ENST00000467149",2,174559572,174682916,"protein_coding",-4.102839688,4.08e-05,0.008991009,0.026512361,"rs9287971",3.82e-08,2.55012564469707e-05,0.000279595637090802,0.0002448
"ENSG00000115935","Developmental","SCZ","isoTWAS","WIPF1","ENST00000392547",2,174559572,174682916,"protein_coding",4.610653607,4.01e-06,0.006993007,0.022693761,"rs9287971",3.82e-08,2.55012564469707e-05,0.000279595637090802,2.406e-05
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000482195",6,31530219,31542448,"protein_coding",5.499,3.82e-08,0.000999001,0.015660429,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000456662",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.023708086,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000456976",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.029231046,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000431908",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.030314513,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000198563","Developmental","SCZ","isoTWAS","DDX39B","ENST00000428098",6,31530219,31542448,"protein_coding",-5.499,3.82e-08,0.000999001,0.047233867,"rs3020644",3.82e-08,5.01222636543528e-16,7.77810781843846e-14,4.966e-07
"ENSG00000117598","Developmental","SCZ","isoTWAS","PLPPR5","ENST00000534652",1,98890245,99227929,"protein_coding",3.601463638,0.000316431,0.010989011,0.056765148,"rs4950142",3.89e-08,0.000447184729000378,0.00242510566509909,0.000949293
"ENSG00000204220","Developmental","SCZ","isoTWAS","PFDN6","ENST00000374606",6,33289302,33298401,"protein_coding",3.981409327,6.85e-05,0.014985015,0.01407511,"rs6904716",4.02e-08,4.77029014735337e-05,0.000456629375374472,0.000274
"ENSG00000205022","Developmental","SCZ","isoTWAS","PABPN1L","ENST00000419291",16,88863333,88866660,"protein_coding",-4.710973485,2.47e-06,0.026973027,0.017246506,"rs352935",4.07e-08,4.91678480731095e-06,7.21381727319922e-05,2.47e-06
"ENSG00000141012","Developmental","SCZ","isoTWAS","GALNS","ENST00000564263",16,88813734,88856970,"protein_coding",-5.232963044,1.67e-07,0.016983017,0.019039711,"rs352935",4.07e-08,1.14295228921005e-06,2.13991960505348e-05,1.002e-06
"ENSG00000260279","Developmental","SCZ","isoTWAS","","ENST00000564394",16,89296128,89298317,"lncRNA",-5.279104229,1.3e-07,0.011988012,0.019334432,"rs352935",4.07e-08,2.59995825349062e-07,5.93503907398658e-06,1.3e-07
"ENSG00000167522","Developmental","SCZ","isoTWAS","ANKRD11","ENST00000642333",16,89267630,89490561,"protein_coding",5.452133429,4.98e-08,0.005994006,0.033518443,"rs352935",4.07e-08,1.39290631085075e-06,2.52302075766781e-05,1.3446e-06
"ENSG00000261226","Developmental","SCZ","isoTWAS","","ENST00000561980",16,88936779,88939651,"lncRNA",-5.17256544,2.31e-07,0.001998002,0.018841985,"rs352935",4.07e-08,4.6199109144517e-07,9.83650953144274e-06,2.31e-07
"ENSG00000245573","Developmental","SCZ","isoTWAS","BDNF-AS","ENST00000650855",11,27506830,27698231,"lncRNA",3.766657979,0.000165447,0.032967033,0.019535209,"rs4923535",4.18e-08,0.000812088424470076,0.00372443736360402,0.000661788
"ENSG00000079616","Developmental","SCZ","isoTWAS","KIF22","ENST00000563666",16,29790727,29805385,"protein_coding",5.476,4.35e-08,0.000999001,0.014530972,"rs7191849",4.35e-08,1.33417785839396e-11,9.28116226578454e-10,3.045e-07
"ENSG00000079616","Developmental","SCZ","isoTWAS","KIF22","ENST00000569636",16,29790727,29805385,"protein_coding",5.476,4.35e-08,0.000999001,0.016778668,"rs7191849",4.35e-08,1.33417785839396e-11,9.28116226578454e-10,3.045e-07
"ENSG00000079616","Developmental","SCZ","isoTWAS","KIF22","ENST00000569382",16,29790727,29805385,"protein_coding",-5.476,4.35e-08,0.000999001,0.020152284,"rs7191849",4.35e-08,1.33417785839396e-11,9.28116226578454e-10,3.045e-07
"ENSG00000079616","Developmental","SCZ","isoTWAS","KIF22","ENST00000565736",16,29790727,29805385,"protein_coding",5.476,4.35e-08,0.000999001,0.048182772,"rs7191849",4.35e-08,1.33417785839396e-11,9.28116226578454e-10,3.045e-07
"ENSG00000285708","Developmental","SCZ","isoTWAS","","ENST00000647725",3,70959226,71754229,"protein_coding",-3.524946116,0.000423569,0.025974026,0.032591268,"rs6780776",4.6e-08,0.000423569000000029,0.00233150753444763,0
