Gene,Dataset,Trait,Method,HGNC,Transcript,Chromosome,Start,End,Biotype,Z,P,"Permutation P",R2,"Top GWAS SNP","Top GWAS P",Screen.P,"Screening Adjusted P","Confirmation P"
ENSG00000155085,Developmental,BV,isoTWAS,AK9,ENST00000466992,6,109492855,109691217,protein_coding,-4.110065213,3.96E-05,0.041958042,0.030724304,rs1935949,4.15E-19,6.31396374629023E-05,0.000568327166209582,0.0004356
ENSG00000135596,Developmental,BV,isoTWAS,MICAL1,ENST00000483856,6,109444062,109465968,protein_coding,5.084914364,3.68E-07,0.044955045,0.031804793,rs1935949,4.15E-19,2.92848231911652E-06,4.72155605876339E-05,2.576E-06
ENSG00000183137,Developmental,BV,isoTWAS,CEP57L1,ENST00000522490,6,109095110,109174418,protein_coding,6.760809032,1.37E-11,0.018981019,0.030626467,rs1935949,4.15E-19,2.46374391537445E-10,1.28265687258801E-08,2.329E-10
ENSG00000135587,Developmental,BV,isoTWAS,SMPD2,ENST00000258052,6,109440724,109443919,protein_coding,7.159253632,8.11E-13,0.014985015,0.033666669,rs1935949,4.15E-19,1.87836301204949E-14,2.18092810442207E-12,1.622E-12
ENSG00000076242,Developmental,BP,isoTWAS,MLH1,ENST00000466900,3,36993350,37050846,protein_coding,-3.528499785,0.000417922,0.025974026,0.011140122,rs9834970,6.63E-19,4.91391728691404E-11,2.99266834315116E-09,0.00835844
ENSG00000076242,Developmental,BP,isoTWAS,MLH1,ENST00000673715,3,36993350,37050846,protein_coding,4.252220344,2.12E-05,0.030969031,0.025196018,rs9834970,6.63E-19,4.91391728691404E-11,2.99266834315116E-09,0.0004876
ENSG00000168016,Developmental,BP,isoTWAS,TRANK1,ENST00000646897,3,36826819,36945057,protein_coding,-4.076583862,4.57E-05,0.024975025,0.052391802,rs9834970,6.63E-19,0.000261383055567847,0.0016431403616039,0.0002285
ENSG00000076242,Developmental,BP,isoTWAS,MLH1,ENST00000673741,3,36993350,37050846,protein_coding,4.514100331,6.36E-06,0.000999001,0.034334911,rs9834970,6.63E-19,4.91391728691404E-11,2.99266834315116E-09,0.00015264
ENSG00000235257,Developmental,BP,isoTWAS,ITGA9-AS1,ENST00000594579,3,37693655,37861802,lncRNA,-4.38411794,1.16E-05,0.027972028,0.015929368,rs9834970,6.63E-19,5.09460197706717E-05,0.000479427296255901,0.0001392
ENSG00000198590,Developmental,BP,isoTWAS,APRG1,ENST00000426078,3,37381062,37440186,lncRNA,-4.285585805,1.82E-05,0.017982018,0.026754953,rs9834970,6.63E-19,9.01400099919978E-05,0.000745653316894338,7.28E-05
ENSG00000076242,Developmental,BP,isoTWAS,MLH1,ENST00000447829,3,36993350,37050846,protein_coding,-5.011727959,5.39E-07,0.006993007,0.042013368,rs9834970,6.63E-19,4.91391728691404E-11,2.99266834315116E-09,1.3475E-05
ENSG00000144681,Developmental,BP,isoTWAS,STAC,ENST00000427486,3,36380503,36548007,protein_coding,4.752547308,2.01E-06,0.003996004,0.055866612,rs9834970,6.63E-19,8.0375278765452E-06,0.000108459583946123,6.03E-06
ENSG00000125746,Developmental,ALZ,isoTWAS,EML2,ENST00000587484,19,45606994,45645602,protein_coding,10.2629736,1.03E-24,0.000999001,0.037166756,rs5167,7.65E-19,1.47356296348656E-24,1.48636454173185E-21,2.06E-23
ENSG00000164088,Developmental,SCZ,isoTWAS,PPM1M,ENST00000409502,3,52245759,52250599,protein_coding,8.857,8.22E-19,0.000999001,0.014795558,rs2071042,8.22E-19,8.83327313137147E-21,3.47707792846839E-18,4.932E-18
ENSG00000164088,Developmental,SCZ,isoTWAS,PPM1M,ENST00000323588,3,52245759,52250599,protein_coding,8.857,8.22E-19,0.000999001,0.027345784,rs2071042,8.22E-19,8.83327313137147E-21,3.47707792846839E-18,4.932E-18
ENSG00000164088,Developmental,SCZ,isoTWAS,PPM1M,ENST00000457454,3,52245759,52250599,protein_coding,-8.857,8.22E-19,0.000999001,0.02764267,rs2071042,8.22E-19,8.83327313137147E-21,3.47707792846839E-18,4.932E-18
ENSG00000164088,Developmental,SCZ,isoTWAS,PPM1M,ENST00000296487,3,52245759,52250599,protein_coding,8.857,8.22E-19,0.000999001,0.06187858,rs2071042,8.22E-19,8.83327313137147E-21,3.47707792846839E-18,4.932E-18
ENSG00000164081,Developmental,SCZ,isoTWAS,TEX264,ENST00000614067,3,51662693,51704323,protein_coding,-8.002196314,1.22E-15,0.031968032,0.015380231,rs9311474,4.03E-18,1.92188408038111E-16,3.19765847147121E-14,8.54E-15
ENSG00000164082,Developmental,SCZ,isoTWAS,GRM2,ENST00000464585,3,51707068,51718613,protein_coding,-8.860808767,7.94E-19,0.000999001,0.047283875,rs9311474,4.03E-18,3.96670202993278E-18,8.31410442351756E-16,3.176E-18
ENSG00000248487,Developmental,SCZ,isoTWAS,ABHD14A,ENST00000474575,3,51971426,51981196,protein_coding,9.385896174,6.24E-21,0.000999001,0.020834741,rs9311474,4.03E-18,7.44822138317725E-24,6.01034224515488E-21,2.496E-20
ENSG00000145041,Developmental,SCZ,isoTWAS,DCAF1,ENST00000335891,3,51395867,51500015,protein_coding,-4.224522335,2.39E-05,0.000999001,0.011048153,rs9311474,4.03E-18,2.39000000000224E-05,0.000266015241379559,0
ENSG00000204348,Developmental,CDG,isoTWAS,DXO,ENST00000485557,6,31969810,31972290,protein_coding,-6.023469699,1.71E-09,0.030969031,0.025972241,rs3130557,5.33E-18,1.18999999999991E-21,6.62255517241331E-19,1.539E-08
ENSG00000231074,Developmental,CDG,isoTWAS,HCG18,ENST00000449544,6,30286690,30327382,lncRNA,-6.475290975,9.46E-11,0.028971029,0.125251612,rs3130557,5.33E-18,2.99585571636459E-15,3.83731074654033E-13,1.0406E-09
ENSG00000228789,Developmental,CDG,isoTWAS,HCG22,ENST00000570223,6,31053450,31059890,protein_coding,-6.46409059,1.02E-10,0.025974026,0.020122468,rs3130557,5.33E-18,2.03993935160399E-10,1.07239678161358E-08,1.02E-10
ENSG00000204421,Developmental,CDG,isoTWAS,LY6G6C,ENST00000495859,6,31718648,31721746,protein_coding,6.96161036,3.36E-12,0.027972028,0.025174684,rs3130557,5.33E-18,6.67834728661003E-12,4.87700664518548E-10,3.36E-12
ENSG00000204580,Developmental,CDG,isoTWAS,DDR1,ENST00000376568,6,30876421,30900156,protein_coding,7.802711808,6.06E-15,0.008991009,0.020707123,rs3130557,5.33E-18,2.22329980846551E-15,2.96544095940701E-13,1.9998E-13
ENSG00000204580,Developmental,CDG,isoTWAS,DDR1,ENST00000376569,6,30876421,30900156,protein_coding,-8.353865677,6.61E-17,0.004995005,0.055120354,rs3130557,5.33E-18,2.22329980846551E-15,2.96544095940701E-13,2.1813E-15
ENSG00000204392,Developmental,CDG,isoTWAS,LSM2,ENST00000477182,6,31797396,31806966,protein_coding,-8.800334947,1.36E-18,0.000999001,0.025898443,rs3130557,5.33E-18,9.51999999910201E-18,1.89683061710503E-15,8.16E-18
ENSG00000225206,Developmental,SCZ,isoTWAS,MIR137HG,ENST00000424528,1,97933474,98049871,lncRNA,5.774940931,7.7E-09,0.021978022,0.023300593,rs11165939,5.98E-18,1.53999861725306E-08,5.01089469432402E-07,7.7E-09
ENSG00000205981,Developmental,SCZ,isoTWAS,DNAJC19,ENST00000486355,3,180983697,180989774,protein_coding,6.831674862,8.39E-12,0.031968032,0.023491789,rs7647398,2.21E-17,5.8730279851719E-11,3.52359846292525E-09,5.034E-11
ENSG00000151148,Developmental,SCZ,isoTWAS,UBE3B,ENST00000535900,12,109477402,109536705,protein_coding,-5.117015338,3.1E-07,0.043956044,0.011335575,rs4766428,2.61E-17,4.51501115778517E-09,1.68285831583129E-07,3.1E-06
ENSG00000139437,Developmental,SCZ,isoTWAS,TCHP,ENST00000536408,12,109900264,109983841,protein_coding,3.958729159,7.53E-05,0.040959041,0.020556955,rs4766428,2.61E-17,0.000210021620484633,0.00139486403446073,0.0003765
ENSG00000111237,Developmental,SCZ,isoTWAS,VPS29,ENST00000360579,12,110491083,110502111,protein_coding,-6.237392261,4.45E-10,0.036963037,0.029187996,rs4766428,2.61E-17,4.47360742081574E-10,2.17779472142801E-08,3.56E-09
ENSG00000122970,Developmental,SCZ,isoTWAS,IFT81,ENST00000550156,12,110124335,110218793,protein_coding,5.199261524,2E-07,0.035964036,0.011626445,rs4766428,2.61E-17,8.13328319436158E-09,2.88490236206157E-07,8E-07
ENSG00000111237,Developmental,SCZ,isoTWAS,VPS29,ENST00000549578,12,110491083,110502111,protein_coding,6.449689432,1.12E-10,0.02997003,0.019710993,rs4766428,2.61E-17,4.47360742081574E-10,2.17779472142801E-08,1.12E-09
ENSG00000204852,Developmental,SCZ,isoTWAS,TCTN1,ENST00000552762,12,110614027,110663431,protein_coding,-6.269543522,3.62E-10,0.006993007,0.040039291,rs4766428,2.61E-17,8.32536863316747E-09,2.93369267184912E-07,7.964E-09
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000546627,12,110027028,110073636,protein_coding,-8.463,2.61E-17,0.000999001,0.017937626,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000309050,12,110027028,110073636,protein_coding,-8.463,2.61E-17,0.000999001,0.021298497,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000547573,12,110027028,110073636,protein_coding,-8.463,2.61E-17,0.000999001,0.02691404,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000551185,12,110027028,110073636,protein_coding,8.463,2.61E-17,0.000999001,0.03435,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000546651,12,110027028,110073636,protein_coding,-8.463,2.61E-17,0.000999001,0.040720815,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000174456,Developmental,SCZ,isoTWAS,C12orf76,ENST00000549724,12,110027028,110073636,protein_coding,-8.463,2.61E-17,0.000999001,0.046763622,rs4766428,2.61E-17,3.47999999999999E-17,6.60749647058823E-15,1.827E-16
ENSG00000111237,Developmental,SCZ,isoTWAS,VPS29,ENST00000621131,12,110491083,110502111,protein_coding,-6.477031966,9.35E-11,0.000999001,0.020520457,rs4766428,2.61E-17,4.47360742081574E-10,2.17779472142801E-08,9.35E-10
ENSG00000235109,Developmental,MDD,isoTWAS,ZSCAN31,ENST00000611469,6,28324693,28356271,protein_coding,-9.474189371,2.69E-21,0.001998002,0.01692939,rs200484,2.86E-17,6.72499999937586E-21,2.78294294845967E-18,1.076E-20
ENSG00000235109,Developmental,MDD,isoTWAS,ZSCAN31,ENST00000481934,6,28324693,28356271,protein_coding,-9.474189371,2.69E-21,0.000999001,0.05369003,rs200484,2.86E-17,6.72499999937586E-21,2.78294294845967E-18,1.076E-20
ENSG00000164081,Developmental,SCZ,isoTWAS,TEX264,ENST00000483429,3,51662693,51704323,protein_coding,-8.403,4.35E-17,0.000999001,0.028955198,rs1060330,4.35E-17,1.92188408038111E-16,3.19765847147121E-14,3.48E-16
ENSG00000164081,Developmental,SCZ,isoTWAS,TEX264,ENST00000341333,3,51662693,51704323,protein_coding,8.403,4.35E-17,0.000999001,0.050640346,rs1060330,4.35E-17,1.92188408038111E-16,3.19765847147121E-14,3.48E-16
ENSG00000076053,Developmental,NTSM,isoTWAS,RBM7,ENST00000540163,11,114400030,114414203,protein_coding,-5.018046438,5.22E-07,0.028971029,0.041985205,rs4245154,6.17E-17,2.59751150946957E-06,4.26896519870972E-05,2.088E-06
ENSG00000149294,Developmental,NTSM,isoTWAS,NCAM1,ENST00000617166,11,112961247,113278436,protein_coding,5.731673919,9.94E-09,0.024975025,0.033019174,rs4245154,6.17E-17,1.57982921741171E-08,5.11985215658787E-07,1.491E-07
ENSG00000236653,Developmental,SCZ,isoTWAS,LINC01923,ENST00000658157,2,198299276,198375490,lncRNA,-7.901188941,2.76E-15,0.032967033,0.023920796,rs1451488,6.71E-17,8.32791474349381E-15,1.01055801537779E-12,5.52E-15
ENSG00000119042,Developmental,SCZ,isoTWAS,SATB2,ENST00000443023,2,199269505,199471266,protein_coding,6.766184988,1.32E-11,0.000999001,0.010578294,rs1451488,6.71E-17,2.26898203887557E-11,1.51318599691789E-09,6.6E-11
ENSG00000233723,Developmental,SCZ,isoTWAS,LINC01122,ENST00000429095,2,58427738,59063766,lncRNA,4.527515993,5.97E-06,0.034965035,0.018838486,rs11682175,1.02E-16,0.000100033376512823,0.000802828781611155,9.552E-05
ENSG00000117394,Developmental,SCZ,isoTWAS,SLC2A1,ENST00000460369,1,42925353,42958893,protein_coding,-5.276507064,1.32E-07,0.006993007,0.04154538,rs11210892,1.18E-16,7.91972497257344E-07,1.57282053367853E-05,6.6E-07
ENSG00000287113,Developmental,SCZ,isoTWAS,,ENST00000671634,1,43348288,43348844,lncRNA,3.928934886,8.53E-05,0.000999001,0.016943111,rs11210892,1.18E-16,8.53000000000158E-05,0.000716605480378808,0
ENSG00000117400,Developmental,SCZ,isoTWAS,MPL,ENST00000372470,1,43337818,43354466,protein_coding,5.140905615,2.73E-07,0.000999001,0.016980994,rs11210892,1.18E-16,2.7300000004723E-07,6.20555915600317E-06,0
ENSG00000235257,Developmental,BP,isoTWAS,ITGA9-AS1,ENST00000630010,3,37693655,37861802,lncRNA,4.454708367,8.4E-06,0.032967033,0.015735378,rs4789,1.86E-16,5.09460197706717E-05,0.000479427296255901,0.0001008
ENSG00000010327,Developmental,SCZ,isoTWAS,STAB1,ENST00000469989,3,52495338,52524495,protein_coding,-8.888832528,6.18E-19,0.047952048,0.024345423,rs7614981,2.36E-16,4.10583409781915E-19,9.74471419186813E-17,2.472E-18
ENSG00000168268,Developmental,SCZ,isoTWAS,NT5DC2,ENST00000469616,3,52524385,52535054,protein_coding,-8.460047257,2.67E-17,0.01998002,0.033823181,rs7614981,2.36E-16,6.89904432804813E-20,1.88718095610794E-17,1.869E-16
ENSG00000248487,Developmental,SCZ,isoTWAS,ABHD14A,ENST00000458031,3,51971426,51981196,protein_coding,-10.22746932,1.49E-24,0.018981019,0.011042021,rs7614981,2.36E-16,7.44822138317725E-24,6.01034224515488E-21,5.96E-24
ENSG00000243989,Developmental,SCZ,isoTWAS,ACY1,ENST00000490244,3,51983340,51989197,protein_coding,-7.951081416,1.85E-15,0.006993007,0.044326503,rs7614981,2.36E-16,8.64265473027308E-20,2.32473007819795E-17,2.035E-14
ENSG00000243989,Developmental,SCZ,isoTWAS,ACY1,ENST00000636358,3,51983340,51989197,protein_coding,-7.951081416,1.85E-15,0.005994006,0.025831677,rs7614981,2.36E-16,8.64265473027308E-20,2.32473007819795E-17,2.035E-14
ENSG00000196510,Developmental,NTSM,isoTWAS,ANAPC7,ENST00000547199,12,110372900,110403730,protein_coding,-5.811019175,6.21E-09,0.027972028,0.021831846,rs11608355,5.27E-16,3.96755014489237E-08,1.16422348706214E-06,3.726E-08
ENSG00000110906,Developmental,NTSM,isoTWAS,KCTD10,ENST00000228495,12,109448655,109477359,protein_coding,5.855868221,4.75E-09,0.000999001,0.154366339,rs11608355,5.27E-16,9.87567025457975E-14,1.0282802725075E-11,2.85E-08
ENSG00000151148,Developmental,NTSM,isoTWAS,UBE3B,ENST00000342494,12,109477402,109536705,protein_coding,6.249644879,4.11E-10,0.006993007,0.122517955,rs11608355,5.27E-16,4.51501115778517E-09,1.68285831583129E-07,4.11E-09
ENSG00000076248,Developmental,NTSM,isoTWAS,UNG,ENST00000336865,12,109097597,109126725,protein_coding,-6.248671106,4.14E-10,0.006993007,0.024024985,rs11608355,5.27E-16,3.74534321935069E-10,1.85417466923622E-08,1.242E-09
ENSG00000076248,Developmental,NTSM,isoTWAS,UNG,ENST00000242576,12,109097597,109126725,protein_coding,6.437619293,1.21E-10,0.005994006,0.033811074,rs11608355,5.27E-16,3.74534321935069E-10,1.85417466923622E-08,3.63E-10
ENSG00000139428,Developmental,NTSM,isoTWAS,MMAB,ENST00000541763,12,109553715,109573580,protein_coding,-6.777389228,1.22E-11,0.000999001,0.014834846,rs11608355,5.27E-16,7.3177105695377E-11,4.34193128241798E-09,6.1E-11
ENSG00000204619,Developmental,SCZ,isoTWAS,PPP1R11,ENST00000376773,6,30066709,30070333,protein_coding,7.38860328,1.48E-13,0.033966034,0.010018976,rs3129063,5.59E-16,1.97361735937124E-13,1.89596491445789E-11,4.44E-13
ENSG00000204619,Developmental,SCZ,isoTWAS,PPP1R11,ENST00000376765,6,30066709,30070333,protein_coding,-7.38860328,1.48E-13,0.030969031,0.011824443,rs3129063,5.59E-16,1.97361735937124E-13,1.89596491445789E-11,4.44E-13
ENSG00000204619,Developmental,SCZ,isoTWAS,PPP1R11,ENST00000376769,6,30066709,30070333,protein_coding,7.38860328,1.48E-13,0.026973027,0.045669638,rs3129063,5.59E-16,1.97361735937124E-13,1.89596491445789E-11,4.44E-13
ENSG00000206503,Developmental,SCZ,isoTWAS,HLA-A,ENST00000376809,6,29941260,29949572,protein_coding,-8.178780165,2.87E-16,0.023976024,0.546008556,rs3129063,5.59E-16,8.89452435734807E-18,1.79435910754051E-15,1.148E-15
ENSG00000206503,Developmental,SCZ,isoTWAS,HLA-A,ENST00000638375,6,29941260,29949572,protein_coding,-8.769917392,1.79E-18,0.00999001,0.11469435,rs3129063,5.59E-16,8.89452435734807E-18,1.79435910754051E-15,7.16E-18
ENSG00000013441,Developmental,SCZ,isoTWAS,CLK1,ENST00000461981,2,200853009,200864691,protein_coding,-5.125924389,2.96E-07,0.041958042,0.021574116,rs10931890,6.92E-16,1.3324209442482E-06,2.43257258135992E-05,2.96E-06
ENSG00000155729,Developmental,SCZ,isoTWAS,KCTD18,ENST00000409157,2,200488958,200519784,protein_coding,7.049991897,1.79E-12,0.003996004,0.010097968,rs10931890,6.92E-16,7.16014192611891E-12,5.15881832793005E-10,5.37E-12
ENSG00000165915,Developmental,SCZ,isoTWAS,SLC39A13,ENST00000527091,11,47407132,47416496,protein_coding,-6.185376108,6.2E-10,0.04995005,0.046109896,rs2864076,8.28E-16,9.89073029069535E-11,5.72137979073593E-09,5.58E-09
ENSG00000181790,Developmental,SCZ,isoTWAS,ADGRB1,ENST00000518812,8,142449430,142545009,protein_coding,-3.481645182,0.000498344,0.048951049,0.021507552,rs10098073,1.27E-15,0.0018335583451444,0.00646673910233513,0.001495032
ENSG00000160932,Developmental,SCZ,isoTWAS,LY6E,ENST00000521699,8,143017982,143023832,protein_coding,4.0266655,5.66E-05,0.028971029,0.024786975,rs10098073,1.27E-15,0.000257756919954952,0.00162815613743756,0.0003962
ENSG00000204469,Developmental,SCZ,isoTWAS,PRRC2A,ENST00000482441,6,31620715,31637771,protein_coding,-7.993,1.32E-15,0.000999001,0.024603205,rs652888,1.32E-15,6.65988584038468E-16,9.77126341617894E-14,6.6E-15
ENSG00000272335,Developmental,SCZ,isoTWAS,,ENST00000607056,5,44826076,44828592,lncRNA,7.808962865,5.77E-15,0.023976024,0.168030921,rs10035564,1.65E-15,5.81516827871834E-15,7.2193077577104E-13,0
ENSG00000271860,Developmental,BP,isoTWAS,,ENST00000658994,6,97283303,98400869,lncRNA,5.912651796,3.37E-09,0.006993007,0.044751949,rs12202969,1.65E-15,1.31391292306543E-07,3.32370543344091E-06,1.2806E-07
ENSG00000171792,Developmental,BP,isoTWAS,RHNO1,ENST00000538700,12,2876258,2889524,protein_coding,-3.428192484,0.000607614,0.013986014,0.010366516,rs2159100,1.87E-15,0.00275670845742056,0.00852472078833308,0.00303807
ENSG00000286863,Developmental,CDG,isoTWAS,,ENST00000665984,1,72283170,72753772,lncRNA,-5.662774571,1.49E-08,0.007992008,0.025364935,rs11210201,1.88E-15,3.49794907316421E-11,2.22257480676367E-09,4.47E-08
ENSG00000116783,Developmental,CDG,isoTWAS,TNNI3K,ENST00000534020,1,74235387,74544428,protein_coding,6.143117442,8.09E-10,0.007992008,0.016042792,rs11210201,1.88E-15,6.47199794188765E-09,2.34196356018217E-07,5.663E-09
ENSG00000163931,Developmental,CDG,isoTWAS,TKT,ENST00000296289,3,53224712,53256052,protein_coding,7.580654796,3.44E-14,0.024975025,0.064758673,rs2256332,2.07E-15,1.27891139332467E-13,1.26627920103477E-11,2.752E-13
ENSG00000110446,Developmental,ALZ,isoTWAS,SLC15A3,ENST00000541505,11,60937060,60952653,protein_coding,4.969301678,6.72E-07,0.024975025,0.032556421,rs7935829,3.84E-15,1.87316177353999E-06,3.23325752547187E-05,2.016E-06
ENSG00000013725,Developmental,ALZ,isoTWAS,CD6,ENST00000313421,11,60971680,61020377,protein_coding,5.043035037,4.58E-07,0.016983017,0.018363614,rs7935829,3.84E-15,9.15805162813233E-07,1.77433127522722E-05,4.58E-07
ENSG00000255355,Developmental,ALZ,isoTWAS,PATL1-DT,ENST00000534120,11,59669312,59676041,lncRNA,-5.68421379,1.31E-08,0.005994006,0.055135491,rs7935829,3.84E-15,2.6196414099483E-08,8.03771724622729E-07,1.31E-08
ENSG00000166889,Developmental,ALZ,isoTWAS,PATL1,ENST00000531919,11,59636716,59669037,protein_coding,-5.692816354,1.25E-08,0.004995005,0.017856376,rs7935829,3.84E-15,2.49999681057879E-08,7.74423196275068E-07,1.25E-08
ENSG00000166927,Developmental,ALZ,isoTWAS,MS4A7,ENST00000528500,11,60378485,60395951,protein_coding,6.728420147,1.72E-11,0.000999001,0.018210517,rs7935829,3.84E-15,5.16001053318889E-11,3.13072969906524E-09,3.44E-11
ENSG00000172742,Developmental,ALZ,isoTWAS,OR4D9,ENST00000641278,11,59511368,59520703,protein_coding,4.140763082,3.46E-05,0.000999001,0.01065416,rs7935829,3.84E-15,3.45999999999935E-05,0.000355222264630976,0
ENSG00000188641,Developmental,SCZ,isoTWAS,DPYD,ENST00000460019,1,97077743,97995000,protein_coding,5.110062729,3.22E-07,0.012987013,0.011914852,rs28641479,4.03E-15,9.65848771481218E-07,1.84689968281225E-05,6.44E-07
ENSG00000163938,Developmental,SCZ,isoTWAS,GNL3,ENST00000418458,3,52681156,52694497,protein_coding,8.117106945,4.77E-16,0.020979021,0.048088053,rs12635140,4.54E-15,5.48212346660273E-17,1.00540898440343E-14,4.77E-15
ENSG00000163930,Developmental,SCZ,isoTWAS,BAP1,ENST00000470173,3,52401008,52410008,protein_coding,-8.222722712,1.99E-16,0.000999001,0.019474209,rs13071584,4.58E-15,6.70180500989546E-21,2.78294294845967E-18,3.98E-16
ENSG00000073711,Developmental,SCZ,isoTWAS,PPP2R3A,ENST00000469270,3,135965728,136147894,protein_coding,4.763223706,1.91E-06,0.046953047,0.052915285,rs7432375,5.32E-15,7.63952090710482E-06,0.000103803497265408,5.73E-06
ENSG00000076043,Developmental,SCZ,isoTWAS,REXO2,ENST00000539119,11,114439435,114450279,protein_coding,4.013882958,5.97E-05,0.032967033,0.035366092,rs2514218,6.44E-15,0.000598844459256274,0.00298134073125233,0.0006567
ENSG00000149294,Developmental,SCZ,isoTWAS,NCAM1,ENST00000528590,11,112961247,113278436,protein_coding,-4.443890144,8.83E-06,0.024975025,0.031755676,rs2514218,6.44E-15,1.57982921741171E-08,5.11985215658787E-07,0.00012362
ENSG00000134644,Developmental,SCZ,isoTWAS,PUM1,ENST00000498419,1,30931506,31065991,protein_coding,3.843383629,0.00012135,0.002997003,0.055967408,rs1009080,8.36E-15,0.00139474899564802,0.00536971708987675,0.00157755
ENSG00000204590,Developmental,SCZ,isoTWAS,GNL1,ENST00000433809,6,30541381,30556489,protein_coding,7.748,9.34E-15,0.000999001,0.024813819,rs2535238,9.34E-15,2.80473533924142E-14,3.16542822657463E-12,1.868E-14
